4741msec   63    epd29-INFO:Init done.
446msec    4018  app-DEBUG:Importing display...
445msec    3983  app-DEBUG:Importing display...
440msec    1918  app-DEBUG:Importing display...
433msec    1953  app-DEBUG:Importing display...
433msec    3948  app-DEBUG:Importing display...
432msec    3878  app-DEBUG:Importing display...
430msec    5908  app-DEBUG:Importing display...
429msec    1883  app-DEBUG:Importing display...
427msec    1848  app-DEBUG:Importing display...
425msec    3913  app-DEBUG:Importing display...
424msec    5978  app-DEBUG:Importing display...
423msec    5943  app-DEBUG:Importing display...
418msec    1813  app-DEBUG:Importing display...
416msec    3738  app-DEBUG:Importing display...
415msec    3843  app-DEBUG:Importing display...
413msec    3808  app-DEBUG:Importing display...
413msec    5873  app-DEBUG:Importing display...
412msec    1708  app-DEBUG:Importing display...
410msec    1778  app-DEBUG:Importing display...
410msec    5768  app-DEBUG:Importing display...
409msec    1743  app-DEBUG:Importing display...
405msec    3773  app-DEBUG:Importing display...
405msec    5838  app-DEBUG:Importing display...
403msec    5803  app-DEBUG:Importing display...
398msec    1673  app-DEBUG:Importing display...
398msec    3598  app-DEBUG:Importing display...
395msec    3703  app-DEBUG:Importing display...
393msec    3668  app-DEBUG:Importing display...
393msec    5733  app-DEBUG:Importing display...
392msec    1533  app-DEBUG:Importing display...
390msec    1638  app-DEBUG:Importing display...
388msec    1603  app-DEBUG:Importing display...
385msec    3633  app-DEBUG:Importing display...
385msec    5698  app-DEBUG:Importing display...
383msec    5628  app-DEBUG:Importing display...
383msec    5663  app-DEBUG:Importing display...
381msec    1568  app-DEBUG:Importing display...
380msec    1463  app-DEBUG:Importing display...
375msec    3563  app-DEBUG:Importing display...
374msec    3528  app-DEBUG:Importing display...
373msec    5523  app-DEBUG:Importing display...
373msec    5593  app-DEBUG:Importing display...
370msec    1498  app-DEBUG:Importing display...
370msec    3458  app-DEBUG:Importing display...
365msec    1393  app-DEBUG:Importing display...
365msec    3493  app-DEBUG:Importing display...
365msec    5488  app-DEBUG:Importing display...
365msec    5558  app-DEBUG:Importing display...
360msec    1428  app-DEBUG:Importing display...
358msec    1323  app-DEBUG:Importing display...
355msec    3423  app-DEBUG:Importing display...
354msec    5383  app-DEBUG:Importing display...
353msec    3388  app-DEBUG:Importing display...
353msec    5453  app-DEBUG:Importing display...
351msec    1358  app-DEBUG:Importing display...
351msec    3318  app-DEBUG:Importing display...
349msec    5348  app-DEBUG:Importing display...
345msec    3353  app-DEBUG:Importing display...
345msec    5418  app-DEBUG:Importing display...
344msec    5815  app-INFO:Initializing device...
340msec    1288  app-DEBUG:Importing display...
340msec    3213  app-DEBUG:Importing display...
339msec    1253  app-DEBUG:Importing display...
338msec    5243  app-DEBUG:Importing display...
335msec    3178  app-DEBUG:Importing display...
335msec    3283  app-DEBUG:Importing display...
334msec    3248  app-DEBUG:Importing display...
334msec    5313  app-DEBUG:Importing display...
331msec    1218  app-DEBUG:Importing display...
328msec    1183  app-DEBUG:Importing display...
327msec    1615  app-INFO:Initializing device...
325msec    5278  app-DEBUG:Importing display...
320msec    1148  app-DEBUG:Importing display...
320msec    3073  app-DEBUG:Importing display...
319msec    5103  app-DEBUG:Importing display...
318msec    1113  app-DEBUG:Importing display...
317msec    4008  app-INFO:Initializing device...
316msec    5208  app-DEBUG:Importing display...
315msec    3143  app-DEBUG:Importing display...
314msec    1079  display-INFO:Refreshing display...
314msec    5173  app-DEBUG:Importing display...
314msec    5933  app-INFO:Initializing device...
313msec    3108  app-DEBUG:Importing display...
312msec    1008  app-DEBUG:Importing display...
312msec    3925  app-INFO:Initializing device...
310msec    1078  app-DEBUG:Importing display...
309msec    3973  app-INFO:Initializing device...
309msec    3995  app-INFO:Initializing device...
309msec    5955  app-INFO:Initializing device...
308msec    1043  app-DEBUG:Importing display...
308msec    3938  app-INFO:Initializing device...
308msec    3960  app-INFO:Initializing device...
308msec    5898  app-INFO:Initializing device...
307msec    1803  app-INFO:Initializing device...
306msec    5138  app-DEBUG:Importing display...
304msec    5068  app-DEBUG:Importing display...
303msec    1943  app-INFO:Initializing device...
303msec    3038  app-DEBUG:Importing display...
302msec    1908  app-INFO:Initializing device...
302msec    1930  app-INFO:Initializing device...
302msec    3903  app-INFO:Initializing device...
301msec    1873  app-INFO:Initializing device...
301msec    1895  app-INFO:Initializing device...
301msec    3868  app-INFO:Initializing device...
301msec    3890  app-INFO:Initializing device...
301msec    5968  app-INFO:Initializing device...
300msec    938   app-DEBUG:Importing display...
300msec    2933  app-DEBUG:Importing display...
298msec    973   app-DEBUG:Importing display...
298msec    3785  app-INFO:Initializing device...
296msec    3003  app-DEBUG:Importing display...
296msec    3763  app-INFO:Initializing device...
295msec    1755  app-INFO:Initializing device...
295msec    1860  app-INFO:Initializing device...
294msec    1838  app-INFO:Initializing device...
294msec    3833  app-INFO:Initializing device...
294msec    5033  app-DEBUG:Importing display...
294msec    5920  app-INFO:Initializing device...
293msec    1825  app-INFO:Initializing device...
293msec    2968  app-DEBUG:Importing display...
293msec    3820  app-INFO:Initializing device...
293msec    3855  app-INFO:Initializing device...
293msec    4963  app-DEBUG:Importing display...
293msec    5863  app-INFO:Initializing device...
292msec    3798  app-INFO:Initializing device...
292msec    5885  app-INFO:Initializing device...
291msec    1733  app-INFO:Initializing device...
289msec    903   app-DEBUG:Importing display...
287msec    868   app-DEBUG:Importing display...
287msec    1790  app-INFO:Initializing device...
286msec    5850  app-INFO:Initializing device...
285msec    1768  app-INFO:Initializing device...
285msec    3728  app-INFO:Initializing device...
285msec    3750  app-INFO:Initializing device...
285msec    4998  app-DEBUG:Importing display...
285msec    5793  app-INFO:Initializing device...
285msec    5828  app-INFO:Initializing device...
284msec    2898  app-DEBUG:Importing display...
283msec    1663  app-INFO:Initializing device...
282msec    798   app-DEBUG:Importing display...
281msec    3623  app-INFO:Initializing device...
281msec    5675  app-INFO:Initializing device...
279msec    833   app-DEBUG:Importing display...
279msec    1720  app-INFO:Initializing device...
278msec    1685  app-INFO:Initializing device...
278msec    1698  app-INFO:Initializing device...
278msec    3715  app-INFO:Initializing device...
278msec    5758  app-INFO:Initializing device...
278msec    5780  app-INFO:Initializing device...
277msec    3680  app-INFO:Initializing device...
277msec    3693  app-INFO:Initializing device...
277msec    5653  app-INFO:Initializing device...
277msec    5745  app-INFO:Initializing device...
276msec    3645  app-INFO:Initializing device...
276msec    3658  app-INFO:Initializing device...
276msec    4928  app-DEBUG:Importing display...
276msec    5723  app-INFO:Initializing device...
275msec    1593  app-INFO:Initializing device...
275msec    2863  app-DEBUG:Importing display...
274msec    2828  app-DEBUG:Importing display...
274msec    4823  app-DEBUG:Importing display...
274msec    4893  app-DEBUG:Importing display...
273msec    1545  app-INFO:Initializing device...
273msec    2793  app-DEBUG:Importing display...
270msec    1628  app-INFO:Initializing device...
270msec    1650  app-INFO:Initializing device...
270msec    5710  app-INFO:Initializing device...
269msec    763   app-DEBUG:Importing display...
269msec    3588  app-INFO:Initializing device...
269msec    3610  app-INFO:Initializing device...
269msec    5688  app-INFO:Initializing device...
268msec    3483  app-INFO:Initializing device...
266msec    4858  app-DEBUG:Importing display...
264msec    5513  app-INFO:Initializing device...
263msec    2758  app-DEBUG:Importing display...
262msec    169   display-INFO:Refreshing display...
262msec    204   display-INFO:Refreshing display...
262msec    1219  display-INFO:Refreshing display...
262msec    1558  app-INFO:Initializing device...
262msec    1580  app-INFO:Initializing device...
262msec    3540  app-INFO:Initializing device...
262msec    3575  app-INFO:Initializing device...
262msec    4999  display-INFO:Refreshing display...
262msec    5279  display-INFO:Refreshing display...
262msec    5419  display-INFO:Refreshing display...
262msec    5618  app-INFO:Initializing device...
262msec    5640  app-INFO:Initializing device...
261msec    134   display-INFO:Refreshing display...
261msec    309   display-INFO:Refreshing display...
261msec    379   display-INFO:Refreshing display...
261msec    449   display-INFO:Refreshing display...
261msec    484   display-INFO:Refreshing display...
261msec    519   display-INFO:Refreshing display...
261msec    624   display-INFO:Refreshing display...
261msec    694   display-INFO:Refreshing display...
261msec    728   app-DEBUG:Importing display...
261msec    764   display-INFO:Refreshing display...
261msec    799   display-INFO:Refreshing display...
261msec    834   display-INFO:Refreshing display...
261msec    904   display-INFO:Refreshing display...
261msec    1149  display-INFO:Refreshing display...
261msec    1289  display-INFO:Refreshing display...
261msec    1429  display-INFO:Refreshing display...
261msec    1523  app-INFO:Initializing device...
261msec    1604  display-INFO:Refreshing display...
261msec    1674  display-INFO:Refreshing display...
261msec    1744  display-INFO:Refreshing display...
261msec    1814  display-INFO:Refreshing display...
261msec    1884  display-INFO:Refreshing display...
261msec    2059  display-INFO:Refreshing display...
261msec    2129  display-INFO:Refreshing display...
261msec    2199  display-INFO:Refreshing display...
261msec    2514  display-INFO:Refreshing display...
261msec    2584  display-INFO:Refreshing display...
261msec    2654  display-INFO:Refreshing display...
261msec    2724  display-INFO:Refreshing display...
261msec    2829  display-INFO:Refreshing display...
261msec    2969  display-INFO:Refreshing display...
261msec    3109  display-INFO:Refreshing display...
261msec    3249  display-INFO:Refreshing display...
261msec    3354  display-INFO:Refreshing display...
261msec    3494  display-INFO:Refreshing display...
261msec    3518  app-INFO:Initializing device...
261msec    3529  display-INFO:Refreshing display...
261msec    3553  app-INFO:Initializing device...
261msec    3634  display-INFO:Refreshing display...
261msec    3669  display-INFO:Refreshing display...
261msec    3774  display-INFO:Refreshing display...
261msec    3914  display-INFO:Refreshing display...
261msec    4054  display-INFO:Refreshing display...
261msec    4159  display-INFO:Refreshing display...
261msec    4194  display-INFO:Refreshing display...
261msec    4299  display-INFO:Refreshing display...
261msec    4334  display-INFO:Refreshing display...
261msec    4369  display-INFO:Refreshing display...
261msec    4439  display-INFO:Refreshing display...
261msec    4474  display-INFO:Refreshing display...
261msec    4579  display-INFO:Refreshing display...
261msec    4719  display-INFO:Refreshing display...
261msec    4754  display-INFO:Refreshing display...
261msec    4789  display-INFO:Refreshing display...
261msec    4859  display-INFO:Refreshing display...
261msec    4894  display-INFO:Refreshing display...
261msec    5139  display-INFO:Refreshing display...
261msec    5559  display-INFO:Refreshing display...
261msec    5605  app-INFO:Initializing device...
261msec    5664  display-INFO:Refreshing display...
261msec    5804  display-INFO:Refreshing display...
261msec    5944  display-INFO:Refreshing display...
260msec    64    display-INFO:Refreshing display...
260msec    99    display-INFO:Refreshing display...
260msec    239   display-INFO:Refreshing display...
260msec    274   display-INFO:Refreshing display...
260msec    344   display-INFO:Refreshing display...
260msec    414   display-INFO:Refreshing display...
260msec    554   display-INFO:Refreshing display...
260msec    589   display-INFO:Refreshing display...
260msec    659   display-INFO:Refreshing display...
260msec    729   display-INFO:Refreshing display...
260msec    869   display-INFO:Refreshing display...
260msec    939   display-INFO:Refreshing display...
260msec    974   display-INFO:Refreshing display...
260msec    1009  display-INFO:Refreshing display...
260msec    1044  display-INFO:Refreshing display...
260msec    1114  display-INFO:Refreshing display...
260msec    1184  display-INFO:Refreshing display...
260msec    1254  display-INFO:Refreshing display...
260msec    1324  display-INFO:Refreshing display...
260msec    1359  display-INFO:Refreshing display...
260msec    1394  display-INFO:Refreshing display...
260msec    1499  display-INFO:Refreshing display...
260msec    1534  display-INFO:Refreshing display...
260msec    1639  display-INFO:Refreshing display...
260msec    1709  display-INFO:Refreshing display...
260msec    1779  display-INFO:Refreshing display...
260msec    1849  display-INFO:Refreshing display...
260msec    1919  display-INFO:Refreshing display...
260msec    1989  display-INFO:Refreshing display...
260msec    2024  display-INFO:Refreshing display...
260msec    2094  display-INFO:Refreshing display...
260msec    2164  display-INFO:Refreshing display...
260msec    2234  display-INFO:Refreshing display...
260msec    2269  display-INFO:Refreshing display...
260msec    2304  display-INFO:Refreshing display...
260msec    2339  display-INFO:Refreshing display...
260msec    2374  display-INFO:Refreshing display...
260msec    2409  display-INFO:Refreshing display...
260msec    2444  display-INFO:Refreshing display...
260msec    2479  display-INFO:Refreshing display...
260msec    2619  display-INFO:Refreshing display...
260msec    2689  display-INFO:Refreshing display...
260msec    2759  display-INFO:Refreshing display...
260msec    2794  display-INFO:Refreshing display...
260msec    2864  display-INFO:Refreshing display...
260msec    2899  display-INFO:Refreshing display...
260msec    2934  display-INFO:Refreshing display...
260msec    3039  display-INFO:Refreshing display...
260msec    3144  display-INFO:Refreshing display...
260msec    3179  display-INFO:Refreshing display...
260msec    3214  display-INFO:Refreshing display...
260msec    3284  display-INFO:Refreshing display...
260msec    3319  display-INFO:Refreshing display...
260msec    3389  display-INFO:Refreshing display...
260msec    3424  display-INFO:Refreshing display...
260msec    3459  display-INFO:Refreshing display...
260msec    3505  app-INFO:Initializing device...
260msec    3564  display-INFO:Refreshing display...
260msec    3704  display-INFO:Refreshing display...
260msec    3739  display-INFO:Refreshing display...
260msec    3809  display-INFO:Refreshing display...
260msec    3844  display-INFO:Refreshing display...
260msec    3879  display-INFO:Refreshing display...
260msec    3949  display-INFO:Refreshing display...
260msec    3984  display-INFO:Refreshing display...
260msec    4019  display-INFO:Refreshing display...
260msec    4089  display-INFO:Refreshing display...
260msec    4124  display-INFO:Refreshing display...
260msec    4229  display-INFO:Refreshing display...
260msec    4264  display-INFO:Refreshing display...
260msec    4404  display-INFO:Refreshing display...
260msec    4509  display-INFO:Refreshing display...
260msec    4544  display-INFO:Refreshing display...
260msec    4614  display-INFO:Refreshing display...
260msec    4649  display-INFO:Refreshing display...
260msec    4684  display-INFO:Refreshing display...
260msec    4824  display-INFO:Refreshing display...
260msec    4929  display-INFO:Refreshing display...
260msec    4964  display-INFO:Refreshing display...
260msec    5034  display-INFO:Refreshing display...
260msec    5069  display-INFO:Refreshing display...
260msec    5104  display-INFO:Refreshing display...
260msec    5174  display-INFO:Refreshing display...
260msec    5209  display-INFO:Refreshing display...
260msec    5244  display-INFO:Refreshing display...
260msec    5314  display-INFO:Refreshing display...
260msec    5349  display-INFO:Refreshing display...
260msec    5384  display-INFO:Refreshing display...
260msec    5454  display-INFO:Refreshing display...
260msec    5489  display-INFO:Refreshing display...
260msec    5524  display-INFO:Refreshing display...
260msec    5583  app-INFO:Initializing device...
260msec    5594  display-INFO:Refreshing display...
260msec    5629  display-INFO:Refreshing display...
260msec    5699  display-INFO:Refreshing display...
260msec    5734  display-INFO:Refreshing display...
260msec    5769  display-INFO:Refreshing display...
260msec    5839  display-INFO:Refreshing display...
260msec    5874  display-INFO:Refreshing display...
260msec    5909  display-INFO:Refreshing display...
260msec    5979  display-INFO:Refreshing display...
259msec    1464  display-INFO:Refreshing display...
259msec    1569  display-INFO:Refreshing display...
259msec    1954  display-INFO:Refreshing display...
259msec    2549  display-INFO:Refreshing display...
259msec    3004  display-INFO:Refreshing display...
259msec    3074  display-INFO:Refreshing display...
259msec    3599  display-INFO:Refreshing display...
258msec    693   app-DEBUG:Importing display...
255msec    2723  app-DEBUG:Importing display...
255msec    4788  app-DEBUG:Importing display...
255msec    5570  app-INFO:Initializing device...
254msec    1453  app-INFO:Initializing device...
254msec    1475  app-INFO:Initializing device...
254msec    1488  app-INFO:Initializing device...
254msec    1510  app-INFO:Initializing device...
254msec    3470  app-INFO:Initializing device...
254msec    5535  app-INFO:Initializing device...
254msec    5548  app-INFO:Initializing device...
253msec    2688  app-DEBUG:Importing display...
253msec    3448  app-INFO:Initializing device...
253msec    4753  app-DEBUG:Importing display...
251msec    658   app-DEBUG:Importing display...
249msec    4683  app-DEBUG:Importing display...
249msec    5373  app-INFO:Initializing device...
248msec    623   app-DEBUG:Importing display...
248msec    3365  app-INFO:Initializing device...
247msec    1440  app-INFO:Initializing device...
247msec    5500  app-INFO:Initializing device...
246msec    1383  app-INFO:Initializing device...
246msec    1405  app-INFO:Initializing device...
246msec    1418  app-INFO:Initializing device...
246msec    3435  app-INFO:Initializing device...
246msec    5478  app-INFO:Initializing device...
245msec    553   app-DEBUG:Importing display...
245msec    2653  app-DEBUG:Importing display...
245msec    3343  app-INFO:Initializing device...
245msec    3378  app-INFO:Initializing device...
245msec    3400  app-INFO:Initializing device...
245msec    3413  app-INFO:Initializing device...
245msec    4718  app-DEBUG:Importing display...
245msec    5465  app-INFO:Initializing device...
244msec    5443  app-INFO:Initializing device...
243msec    2618  app-DEBUG:Importing display...
240msec    588   app-DEBUG:Importing display...
240msec    1278  app-INFO:Initializing device...
239msec    1348  app-INFO:Initializing device...
